#,Text,Gloss,NpyFilesRoot
183,Are you feeling worse your symptoms after eating certain food?,SYMPTOMS WORSE FEEL AFTER EATING FOOD CERTAIN?,/SYMPTOMS WORSE FEEL AFTER EATING FOOD CERTAIN/*.npy
184,Are you finding it difficult to manage your medications?,MEDICATIONS MANAGE DIFFICULT YOU?,/MEDICATIONS MANAGE DIFFICULT YOU/*.npy
185,Are you finding it difficult to manage your treatment plan?,TREATMENT PLAN MANAGE DIFFICULT YOU?,/TREATMENT PLAN MANAGE DIFFICULT YOU/*.npy
186,Are you finding it difficult to stay physically active?,PHYSICALLY ACTIVE STAY DIFFICULT YOU?,/PHYSICALLY ACTIVE STAY DIFFICULT YOU/*.npy
187,Are you finding it hard to follow to your treatment plan?,TREATMENT PLAN FOLLOW HARD YOU?,/TREATMENT PLAN FOLLOW HARD YOU/*.npy
188,Are you following dietary guidelines?,DIET GUIDELINES FOLLOW YOU?,/DIET GUIDELINES FOLLOW YOU/*.npy
189,Are you following the diet plan we discussed last time?,DIET PLAN WE DISCUSS LAST TIME YOU FOLLOW?,/DIET PLAN WE DISCUSS LAST TIME YOU FOLLOW?/*.npy
190,Are you following the exercise recommendations?,EXERCISE RECOMMENDATIONS FOLLOW YOU?,/EXERCISE RECOMMENDATIONS FOLLOW YOU?/*.npy
191,Are you following the physical therapy exercises?,PHYSICAL THERAPY EXERCISES FOLLOW YOU?,/PHYSICAL THERAPY EXERCISES FOLLOW YOU/*.npy
192,Are you following the right diet for your condition?,DIET CONDITION RIGHT FOLLOW YOU?,/DIET CONDITION RIGHT FOLLOW YOU/*.npy
193,Are you following the wound care instructions?,WOUND CARE INSTRUCTIONS FOLLOW YOU?,/WOUND CARE INSTRUCTIONS FOLLOW YOU/*.npy
194,Are you following your recommended diet plan?,DIET PLAN RECOMMEND FOLLOW YOU?,/DIET PLAN RECOMMEND FOLLOW YOU/*.npy
195,Are you having any difficulty sleeping?,SLEEPING DIFFICULTY HAVE YOU?,/SLEEPING DIFFICULTY HAVE YOU/*.npy
196,Are you having any trouble breathing?,BREATH SHORT YOU EXPERIENCE?,/BREATH SHORT YOU EXPERIENCE?/*.npy
197,are you having difficulty swallowing pills?,SWALLOW PILLS DIFFICULTY YOU HAVE?,/SWALLOW PILLS DIFFICULTY YOU HAVE?/*.npy
198,Are you having trouble affording your medications?,MEDICATION AFFORD TROUBLE YOU?,/MEDICATION AFFORD TROUBLE YOU/*.npy
199,are you here for a follow-up or a new consultation?,YOU COME HERE FOR FOLLOW-UP OR NEW CONSULT?,/YOU COME HERE FOR FOLLOW-UP OR NEW CONSULT?/*.npy
200,Are you interested in exploring preventive measures?,PREVENTIVE MEASURES EXPLORE INTERESTED YOU?,/PREVENTIVE MEASURES EXPLORE INTERESTED YOU/*.npy
201,Are you interested in joining a support group for emotional health?,SUPPORT GROUP EMOTIONAL HEALTH JOIN INTERESTED YOU?,/SUPPORT GROUP EMOTIONAL HEALTH JOIN INTERESTED YOU/*.npy
202,Are you interested in learning about mental health care?,MENTAL HEALTH CARE LEARN INTERESTED YOU?,/MENTAL HEALTH CARE LEARN INTERESTED YOU/*.npy
203,Are you interested in learning about the treatments?,TREATMENTS LEARN ABOUT INTERESTED YOU?,/TREATMENTS LEARN ABOUT INTERESTED YOU/*.npy
204,Are you keeping a journal to track of your symptoms?,SYMPTOMS TRACK JOURNAL KEEP YOU?,/SYMPTOMS TRACK JOURNAL KEEP YOU/*.npy
205,Are you keeping the incision area clean and dry?,INCISION AREA CLEAN DRY KEEP YOU?,/INCISION AREA CLEAN DRY KEEP YOU/*.npy
206,Are you keeping track of the prescription refills?,PRESCRIPTION REFILLS TRACK KEEP YOU?,/PRESCRIPTION REFILLS TRACK KEEP YOU/*.npy
207,Are you keeping track of your blood pressure readings?,BLOOD PRESSURE READINGS TRACK YOU?,/BLOOD PRESSURE READINGS TRACK YOU/*.npy
208,Are you keeping up with your regular check-ups?,REGULAR CHECK-UPS KEEP YOU?,/REGULAR CHECK-UPS KEEP YOU/*.npy
209,Are you keeping your leg elevated?,LEG ELEVATED KEEP YOU?,/LEG ELEVATED KEEP YOU/*.npy
210,Are you maintaining your usual routines?,ROUTINE USUAL MAINTAIN ABLE YOU?,/ROUTINE USUAL MAINTAIN ABLE YOU/*.npy
211,Are you making time for exercise?,EXERCISE TIME MAKE YOU?,/EXERCISE TIME MAKE YOU/*.npy
212,Are you monitoring your blood pressure?,BLOOD PRESSURE MONITOR YOU?,/BLOOD PRESSURE MONITOR YOU/*.npy
213,Are you monitoring your bone health?,BONE HEALTH MONITOR YOU?,/BONE HEALTH MONITOR YOU/*.npy
214,Are you noticing any patterns in your symptoms?,SYMPTOMS PATTERN NOTICE YOU?,/SYMPTOMS PATTERN NOTICE YOU/*.npy
215,Are you noticing better coordination since starting therapy?,THERAPY START SINCE COORDINATION BETTER NOTICE YOU?,/THERAPY START SINCE COORDINATION BETTER NOTICE YOU/*.npy
216,Are you open to trying other therapies?,OTHER THERAPIES TRY OPEN YOU?,/OTHER THERAPIES TRY OPEN YOU/*.npy
217,Are you physically active?,PHYSICALLY ACTIVE YOU?,/PHYSICALLY ACTIVE YOU/*.npy
218,Are you splitting your pills to swallow easier?,PILLS SPLIT EASIER SWALLOW YOU?,/PILLS SPLIT EASIER SWALLOW YOU/*.npy
219,Are you staying active?,ACTIVE STAY YOU?,/ACTIVE STAY YOU/*.npy
220,Are you staying connected with others?,CONNECTED WITH OTHERS STAY YOU?,/CONNECTED WITH OTHERS STAY YOU/*.npy
221,Are you staying hydrated as recommended?,HYDRATED RECOMMEND STAY YOU?,/HYDRATED RECOMMEND STAY YOU/*.npy
222,Are you staying hydrated to support your healing process?,HYDRATED STAY HEALING SUPPORT YOU?,/HYDRATED STAY HEALING SUPPORT YOU/*.npy
223,Are you staying hydrated?,HYDRATED STAY YOU?,/HYDRATED STAY YOU/*.npy
224,Are you staying physically active?,PHYSICALLY ACTIVE YOU?,/PHYSICALLY ACTIVE YOU/*.npy
225,Are you staying socially connected with family and friends?,SOCIAL FAMILY FRIENDS CONNECT YOU?,/SOCIAL FAMILY FRIENDS CONNECT YOU/*.npy
226,Are you taking all medications as prescribed?,MEDICATIONS PRESCRIBED TAKE ALL YOU?,/MEDICATIONS PRESCRIBED TAKE ALL YOU/*.npy
227,Are you taking any medications for your symptoms?,SYMPTOMS MEDICATION TAKE YOU?,/SYMPTOMS MEDICATION TAKE YOU/*.npy
228,are you taking any medications?,MEDICATION YOU TAKE ANY?,/MEDICATION YOU TAKE ANY?/*.npy
229,Are you taking any other medications currently?,MEDICATION OTHER YOU TAKE NOW?,/MEDICATION OTHER YOU TAKE NOW?/*.npy
230,Are you taking breaks from work?,BREAKS FROM WORK TAKE YOU?,/BREAKS FROM WORK TAKE YOU/*.npy
231,Are you taking steps to prevent complications?,COMPLICATIONS PREVENT STEPS TAKE YOU?,/COMPLICATIONS PREVENT STEPS TAKE YOU/*.npy
232,Are you taking your medication as prescribed?,MEDICATION PRESCRIBE TAKE YOU?,/MEDICATION PRESCRIBE TAKE YOU/*.npy
233,Are you taking your medication with enough water?,MEDICATION TAKE WITH WATER ENOUGH YOU?,/MEDICATION TAKE WITH WATER ENOUGH YOU/*.npy
234,Are you taking your medication with food?,MEDICATION TAKE WITH FOOD YOU?,/MEDICATION TAKE WITH FOOD YOU/*.npy
235,Are you taking your medications at the same time each day?,MEDICATION SAME TIME DAILY TAKE YOU?,/MEDICATION SAME TIME DAILY TAKE YOU/*.npy
236,Are you tracking your diet and exercise?,DIET EXERCISE TRACK YOU?,/DIET EXERCISE TRACK YOU/*.npy
237,Are you tracking your symptoms in a journal?,SYMPTOMS TRACK JOURNAL KEEP YOU?,/SYMPTOMS TRACK JOURNAL KEEP YOU/*.npy
238,Are you up-to-date on your recommended immunizations?,IMMUNIZATIONS RECOMMEND UP-TO-DATE YOU?,/IMMUNIZATIONS RECOMMEND UP-TO-DATE YOU/*.npy
239,Are you using heat or cold therapy to manage the pain?,HEAT COLD THERAPY PAIN MANAGE USE YOU?,/HEAT COLD THERAPY PAIN MANAGE USE YOU/*.npy
240,Are you using ice packs for the pain and swelling?,ICE PACKS USE PAIN SWELLING YOU?,/ICE PACKS USE PAIN SWELLING YOU/*.npy
241,Are you using your inhaler correctly?,INHALER USE CORRECTLY YOU?,/INHALER USE CORRECTLY YOU/*.npy
242,Are you wearing sunscreen outdoors?,SUNSCREEN WEAR OUTSIDE YOU?,/SUNSCREEN WEAR OUTSIDE YOU/*.npy
243,Are you wearing sunscreen regularly?,SUNSCREEN WEAR REGULAR YOU?,/SUNSCREEN WEAR REGULAR YOU/*.npy
244,Are your bowel movements normal since the surgery?,BOWEL MOVEMENTS NORMAL SINCE SURGERY YOU?,/BOWEL MOVEMENTS NORMAL SINCE SURGERY YOU/*.npy
245,Are your recommended immunizations up-to-date?,IMMUNIZATIONS RECOMMEND UP-TO-DATE YOU?,/IMMUNIZATIONS RECOMMEND UP-TO-DATE YOU/*.npy
246,Are your symptoms better or worse?,SYMPTOMS BETTER WORSE WHICH?,/SYMPTOMS BETTER WORSE WHICH/*.npy
247,Are your symptoms getting better or worse?,SYMPTOMS BETTER WORSE WHICH?,/SYMPTOMS BETTER WORSE WHICH/*.npy
248,Avoid drive if you take this medication,"MEDICATION THIS TAKE, AVOID DRIVE","/MEDICATION THIS TAKE, AVOID DRIVE/*.npy"
249,"before you leave today, we will schedule your next appointment",YOUR NEXT APPOINTMENT WE SCHEDULE BEFORE YOU LEAVE TODAY,/YOUR NEXT APPOINTMENT WE SCHEDULE BEFORE YOU LEAVE TODAY/*.npy
250,Can I  eat before my blood test?,BEFORE BLOOD TEST EAT CAN I?,/BEFORE BLOOD TEST EAT CAN I?/*.npy
251,can i discuss alternative pain management options?,"PAIN MANAGEMENT ALTERNATIVE, DISCUSS CAN?","/PAIN MANAGEMENT ALTERNATIVE, DISCUSS CAN?/*.npy"
252,can i discuss my treatment options with the doctor?,"TREATMENT OPTIONS DISCUSS, WITH DOCTOR CAN I?","/TREATMENT OPTIONS DISCUSS, WITH DOCTOR CAN I?/*.npy"
253,can i discuss with the doctor the treatment options?,"TREATMENT OPTIONS DISCUSS, WITH DOCTOR CAN I?","/TREATMENT OPTIONS DISCUSS, WITH DOCTOR CAN I?/*.npy"
254,can i eat before the blood test?,BEFORE BLOOD TEST EAT CAN I?,/BEFORE BLOOD TEST EAT CAN I?/*.npy
255,Can I get a consultation with a dietitian?,DIETITIAN CONSULTATION GET CAN I?,/DIETITIAN CONSULTATION GET CAN I?/*.npy
256,can I get a detailed explanation of their surgery?,"SURGERY THEIR, EXPLANATION DETAILED GET CAN?","/SURGERY THEIR, EXPLANATION DETAILED GET CAN?/*.npy"
257,can i get a dietitian consultation?,DIETITIAN CONSULTATION GET CAN I?,/DIETITIAN CONSULTATION GET CAN I?/*.npy
258,Can I get a list of food to avoid for my condition?,"CONDITION MY, AVOID FOOD LIST GET CAN I?","/CONDITION MY, AVOID FOODS LIST GET CAN I?/*.npy"
259,can i get a list of foods to avoid with my condition?,"CONDITION MY, AVOID FOOD LIST GET CAN I?","/CONDITION MY, AVOID FOODS LIST GET CAN I?/*.npy"
260,can i get a nurse to assist me with bathing?,"BATHING, NURSE ASSIST CAN?","/BATHING, NURSE ASSIST CAN?/*.npy"
261,can i get a recommendation for a specialist in my area?,"SPECIALIST AREA MY, RECOMMENDATION GET CAN?","/SPECIALIST AREA MY, RECOMMENDATION GET CAN?/*.npy"
262,can i get a referral for a mental health professional?,"MENTAL HEALTH PROFESSIONAL, REFERRAL GET CAN?","/MENTAL HEALTH PROFESSIONAL, REFERRAL GET CAN?/*.npy"
263,can i get a referral for physical therapy?,"PHYSICAL THERAPY, REFERRAL GET CAN I?","/PHYSICAL THERAPY, REFERRAL GET CAN I?/*.npy"
264,Can I get a referral to a mental health professional?,"MENTAL HEALTH PROFESSIONAL, REFERRAL GET CAN?","/MENTAL HEALTH PROFESSIONAL, REFERRAL GET CAN?/*.npy"
265,can i get a second opinion?,SECOND OPINION GET CAN I?,/SECOND OPINION GET CAN I?/*.npy
266,can i get assistance with meal planning?,"MEAL PLANNING, ASSISTANCE GET CAN I?","/MEAL PLANNING, ASSISTANCE GET CAN I?/*.npy"
267,can i get extra supply as i'm traveling soon?,"SOON TRAVEL I, EXTRA SUPPLY GET CAN I?","/SOON TRAVEL I, EXTRA SUPPLY GET CAN I?/*.npy"
268,Can I get help with planning meals?,"MEAL PLANNING, ASSISTANCE GET CAN I?","/MEAL PLANNING, ASSISTANCE GET CAN I?/*.npy"
269,can i get physical therapy referral?,"PHYSICAL THERAPY, REFERRAL GET CAN I?","/PHYSICAL THERAPY, REFERRAL GET CAN I?/*.npy"
270,can i get recommendation to a specialist in my area?,"SPECIALIST AREA MY, RECOMMENDATION GET CAN?","/SPECIALIST AREA MY, RECOMMENDATION GET CAN?/*.npy"
271,can i get second opinion?,SECOND OPINION GET CAN I?,/SECOND OPINION GET CAN I?/*.npy
272,can i have a copy of my immunization record?,"IMMUNIZATION RECORD MY, COPY HAVE CAN I?","/IMMUNIZATION RECORD MY, COPY HAVE CAN I?/*.npy"
273,can i have a detailed explanation of my lab results?,"LAB RESULTS, DETAILED EXPLANATION HAVE CAN?","/LAB RESULTS, DETAILED EXPLANATION HAVE CAN?/*.npy"
274,Can I have a detailed explanation of the lab results?,"LAB RESULTS, DETAILED EXPLANATION HAVE CAN?","/LAB RESULTS, DETAILED EXPLANATION HAVE CAN?/*.npy"
275,Can I have a diet plan for high cholesterol?,"DIET PLAN HIGH CHOLESTEROL FOR, HAVE CAN I?","/DIET PLAN HIGH CHOLESTEROL FOR, HAVE CAN I?/*.npy"
276,can i have a diet plan for my high cholesterol?,"DIET PLAN HIGH CHOLESTEROL FOR, HAVE CAN I?","/DIET PLAN HIGH CHOLESTEROL FOR, HAVE CAN I?/*.npy"
277,can i have a printout of my discharge instructions?,"DISCHARGE INSTRUCTIONS, PRINTOUT HAVE CAN I?","/DISCHARGE INSTRUCTIONS, PRINTOUT HAVE CAN I?/*.npy"
278,Can I have a printout of the discharge instructions?,"DISCHARGE INSTRUCTIONS, PRINTOUT HAVE CAN I?","/DISCHARGE INSTRUCTIONS, PRINTOUT HAVE CAN I?/*.npy"
279,can i have an interpreter for my appointment?,"APPOINTMENT MY, INTERPRETER HAVE CAN I?","/APPOINTMENT MY, INTERPRETER HAVE CAN I?/*.npy"
280,"can i have some water, please?",WATER CAN I HAVE PLEASE?,/WATER CAN I HAVE PLEASE?/*.npy
281,"can i have water, please?",WATER CAN I HAVE PLEASE?,/WATER CAN I HAVE PLEASE?/*.npy
282,Can I help you in understanding the reason for this prescription?,"PRESCRIPTION THIS, REASON UNDERSTAND HELP YOU?","/PRESCRIPTION THIS, REASON UNDERSTAND HELP YOU/*.npy"
283,Can I help you understand the reason for this prescription?,"PRESCRIPTION THIS, REASON UNDERSTAND HELP YOU?","/PRESCRIPTION THIS, REASON UNDERSTAND HELP YOU/*.npy"
284,can i receive a copy of my medical records?,MEDICAL RECORDS COPY RECEIVE CAN I?,/MEDICAL RECORDS COPY RECEIVE CAN I?/*.npy
285,Can I receive my medical records copy?,MEDICAL RECORDS COPY RECEIVE CAN I?,/MEDICAL RECORDS COPY RECEIVE CAN I?/*.npy
286,Can I see a specialist for my condition?,"MY CONDITION, SPECIALIST SEE CAN I?","/MY CONDITION, SPECIALIST SEE CAN I?/*.npy"
287,can i stay in a private room?,STAY PRIVATE ROOM CAN I?,/STAY PRIVATE ROOM CAN I?/*.npy
288,Can I stay with them during examination?,"EXAMINATION DURING, STAY WITH THEM CAN I?","/EXAMINATION DURING, STAY WITH THEM CAN I?/*.npy"
289,can i stay with them during the examination?,"EXAMINATION DURING, STAY WITH THEM CAN I?","/EXAMINATION DURING, STAY WITH THEM CAN I?/*.npy"
290,can i take this medication with an empty stomach?,THIS MEDICINE TAKE EMPTY STOMACH CAN I?,/THIS MEDICINE TAKE EMPTY STOMACH CAN I?/*.npy
291,can i take this medicine on an empty stomach?,THIS MEDICINE TAKE EMPTY STOMACH CAN I?,/THIS MEDICINE TAKE EMPTY STOMACH CAN I?/*.npy
292,can i talk to a social worker about my situation?,"SITUATION MY, SOCIAL WORKER TALK CAN I?","/SITUATION MY, SOCIAL WORKER TALK CAN I?/*.npy"
293,can i talk with social worker for my situation?,"SITUATION MY, SOCIAL WORKER TALK CAN I?","/SITUATION MY, SOCIAL WORKER TALK CAN I?/*.npy"
294,can this condition affect my daily activities?,THIS CONDITION DAILY ACTIVITIES AFFECT CAN?,/THIS CONDITION DAILY ACTIVITIES AFFECT CAN?/*.npy
295,can this condition affect the daily activities?,THIS CONDITION DAILY ACTIVITIES AFFECT CAN?,/THIS CONDITION DAILY ACTIVITIES AFFECT CAN?/*.npy
296,Can we arrange for special assistance when they are discharged?,"DISCHARGED THEY, SPECIAL ASSISTANCE ARRANGE CAN?","/DISCHARGED THEY, SPECIAL ASSISTANCE ARRANGE CAN?/*.npy"
297,can we arrange for special assistance when they're discharged?,"DISCHARGED THEY, SPECIAL ASSISTANCE ARRANGE CAN?","/DISCHARGED THEY, SPECIAL ASSISTANCE ARRANGE CAN?/*.npy"
298,can we discuss alternative pain management?,"PAIN MANAGEMENT ALTERNATIVE, DISCUSS CAN?","/PAIN MANAGEMENT ALTERNATIVE, DISCUSS CAN?/*.npy"
299,Can we discuss how to handle emergencies related to their condition?,"EMERGENCY, CONDITION THEIR HANDLE, HOW DISCUSS?","/EMERGENCY, CONDITION THEIR HANDLE, HOW DISCUSS?/*.npy"
300,can we discuss how to handle their condition in an emergency?,"EMERGENCY, CONDITION THEIR HANDLE, HOW DISCUSS?","/EMERGENCY, CONDITION THEIR HANDLE, HOW DISCUSS?/*.npy"
301,can we discuss how to manage their pain without strong medications?,"PAIN MANAGE, MEDICATION STRONG WITHOUT, DISCUSS CAN?","/PAIN MANAGE, MEDICATION STRONG WITHOUT, DISCUSS CAN?/*.npy"
302,can we discuss managing the pain without strong medications?,"PAIN MANAGE, MEDICATION STRONG WITHOUT, DISCUSS CAN?","/PAIN MANAGE, MEDICATION STRONG WITHOUT, DISCUSS CAN?/*.npy"
303,can we discuss strategies for improving their quality of life?,"QUALITY LIFE THEIR, IMPROVE STRATEGIES, DISCUSS CAN?","/QUALITY LIFE THEIR, IMPROVE STRATEGIES, DISCUSS CAN?/*.npy"
304,can we discuss strategies to improve their life quality?,"QUALITY LIFE THEIR, IMPROVE STRATEGIES, DISCUSS CAN?","/QUALITY LIFE THEIR, IMPROVE STRATEGIES, DISCUSS CAN?/*.npy"
305,Can we discuss the details of their discharge plan?,"DISCHARGE PLAN THEIR, DISCUSS DETAIL CAN?","/DISCHARGE PLAN THEIR, DISCUSS DETAIL CAN?/*.npy"
306,can we discuss the plan of their rehabilitation?,"REHABILITATION PLAN THEIR, DISCUSS CAN?","/REHABILITATION PLAN THEIR, DISCUSS CAN?/*.npy"
307,Can we discuss the signs of drug interactions or side effects?,"DRUG INTERACTIONS, SIDE EFFECTS SIGNS, DISCUSS CAN?","/DRUG INTERACTIONS, SIDE EFFECTS SIGNS, DISCUSS CAN?/*.npy"
308,can we discuss the signs of potential drug interactions or side effects?,"DRUG INTERACTIONS, SIDE EFFECTS SIGNS, DISCUSS CAN?","/DRUG INTERACTIONS, SIDE EFFECTS SIGNS, DISCUSS CAN?/*.npy"
309,can we discuss their discharge plan in detail?,"DISCHARGE PLAN THEIR, DISCUSS DETAIL CAN?","/DISCHARGE PLAN THEIR, DISCUSS DETAIL CAN?/*.npy"
310,can we discuss their rehabilitation plan?,"REHABILITATION PLAN THEIR, DISCUSS CAN?","/REHABILITATION PLAN THEIR, DISCUSS CAN?/*.npy"
311,can we discuss ways to manage their condition without overmedication?,"CONDITION MANAGE, OVERMEDICATION WITHOUT, WAYS DISCUSS?","/CONDITION MANAGE, OVERMEDICATION WITHOUT, WAYS DISCUSS?/*.npy"
312,can we get a detailed explanation of their surgery?,"SURGERY THEIR, EXPLANATION DETAILED GET CAN?","/SURGERY THEIR, EXPLANATION DETAILED GET CAN?/*.npy"
313,can we get a list of recommended exercises for them?,"EXERCISES RECOMMENDED, LIST GET CAN?","/EXERCISES RECOMMENDED, LIST GET CAN?/*.npy"
314,Can we get a list of recommended exercises?,"EXERCISES RECOMMENDED, LIST GET CAN?","/EXERCISES RECOMMENDED, LIST GET CAN?/*.npy"
315,can we get a second opinion regarding this treatment?,"SECOND OPINION GET CAN, TREATMENT THIS ABOUT?","/SECOND OPINION GET CAN, TREATMENT THIS ABOUT?/*.npy"
316,can we get advice on adapting our home for their needs?,"HOME ADAPT, THEIR NEEDS FOR, ADVICE GET CAN?","/HOME ADAPT, THEIR NEEDS FOR, ADVICE GET CAN?/*.npy"
317,Can we get advice on adapting the home for their needs?,"HOME ADAPT, THEIR NEEDS FOR, ADVICE GET CAN?","/HOME ADAPT, THEIR NEEDS FOR, ADVICE GET CAN?/*.npy"
318,Can we get assistance navigating the healthcare system?,"HEALTHCARE SYSTEM NAVIGATE, ASSISTANCE GET CAN?","/HEALTHCARE SYSTEM NAVIGATE, ASSISTANCE GET CAN?/*.npy"
319,can we get assistance with navigating the healthcare system?,"HEALTHCARE SYSTEM NAVIGATE, ASSISTANCE GET CAN?","/HEALTHCARE SYSTEM NAVIGATE, ASSISTANCE GET CAN?/*.npy"
320,can we get second opinion about this treatment?,"SECOND OPINION GET CAN, TREATMENT THIS ABOUT?","/SECOND OPINION GET CAN, TREATMENT THIS ABOUT?/*.npy"
321,can we have a detailed discussion about the post-surgery care?,"POST-SURGERY CARE, DISCUSSION DETAILED HAVE CAN?","/POST-SURGERY CARE, DISCUSSION DETAILED HAVE CAN?/*.npy"
322,can we have a detailed discussion about their post-surgery care?,"POST-SURGERY CARE, DISCUSSION DETAILED HAVE CAN?","/POST-SURGERY CARE, DISCUSSION DETAILED HAVE CAN?/*.npy"
323,Can we provide you with anything to help with financial planning for care?,CARE FINANCIAL PLANNING HELP PROVIDE WANT?,/CARE FINANCIAL PLANNING HELP PROVIDE WANT/*.npy
324,Can we schedule their appointments at a convenient time?,"APPOINTMENTS THEIR, SCHEDULE CONVENIENT TIME, CAN?","/APPOINTMENTS THEIR, SCHEDULE CONVENIENT TIME, CAN?/*.npy"
325,can we schedule their appointments for a time that's convenient for both of us?,"APPOINTMENTS THEIR, SCHEDULE CONVENIENT TIME, CAN?","/APPOINTMENTS THEIR, SCHEDULE CONVENIENT TIME, CAN?/*.npy"
326,can we set up a meeting with a nutritionist?,"NUTRITIONIST, MEETING SET UP CAN?","/NUTRITIONIST, MEETING SET UP CAN?/*.npy"
327,can we set up a meeting with the nutritionist?,"NUTRITIONIST, MEETING SET UP CAN?","/NUTRITIONIST, MEETING SET UP CAN?/*.npy"
328,Can we talk about managing the condition without overusing medication?,"CONDITION MANAGE, OVERMEDICATION WITHOUT, WAYS DISCUSS?","/CONDITION MANAGE, OVERMEDICATION WITHOUT, WAYS DISCUSS?/*.npy"
